timestamp,symbol,side,entry_price,exit_time,exit_price,size,pnl,return_pct
2025-12-29 03:17:00,BTCUSDT,SELL,89194.57,2025-12-29 03:17:00,89472.36,2,555.5799999999872,0.3114427257174812
2025-12-29 03:19:00,BTCUSDT,BUY,89451.14,,,2,,
2025-12-29 03:22:00,BTCUSDT,SELL,89451.14,2025-12-29 03:22:00,89407.21,2,-87.85999999998603,-0.04911060943436629
2025-12-29 03:23:00,BTCUSDT,BUY,89438.51,,,2,,
2025-12-29 04:04:00,BTCUSDT,SELL,89438.51,2025-12-29 04:04:00,90005.0,2,1132.9800000000105,0.6333848808527831
2025-12-29 04:05:00,BTCUSDT,BUY,90116.57,,,2,,
2025-12-29 04:13:00,BTCUSDT,SELL,90116.57,2025-12-29 04:13:00,90042.93,2,-147.28000000002794,-0.08171638134919501
2025-12-29 04:14:00,BTCUSDT,BUY,90066.04,,,2,,
2025-12-29 04:23:00,BTCUSDT,SELL,90066.04,2025-12-29 04:23:00,90041.07,2,-49.939999999973224,-0.027724101115123023
2025-12-29 04:24:00,BTCUSDT,BUY,90007.44,,,2,,
2025-12-29 04:37:00,BTCUSDT,SELL,90007.44,2025-12-29 04:37:00,90340.73,2,666.5799999999872,0.3702916114489918
2025-12-29 04:41:00,BTCUSDT,BUY,90252.26,,,2,,
2025-12-29 04:43:00,BTCUSDT,SELL,90252.26,2025-12-29 04:43:00,90244.25,2,-16.019999999989523,-0.008875124013507651
2025-12-29 04:44:00,BTCUSDT,BUY,90214.74,,,2,,
2025-12-29 04:53:00,BTCUSDT,SELL,90214.74,2025-12-29 04:53:00,90199.76,2,-29.960000000020955,-0.016604825331212325
2025-12-29 04:54:00,BTCUSDT,BUY,90192.27,,,2,,
2025-12-29 05:15:00,BTCUSDT,SELL,90192.27,2025-12-29 05:15:00,90185.31,2,-13.920000000012806,-0.007716847574634755
2025-12-29 05:16:00,BTCUSDT,BUY,90198.0,,,2,,
2025-12-29 05:44:00,BTCUSDT,SELL,90198.0,2025-12-29 05:44:00,90132.98,2,-130.04000000000815,-0.07208585556220948
2025-12-29 05:45:00,BTCUSDT,BUY,90130.27,,,2,,
2025-12-29 06:02:00,BTCUSDT,SELL,90130.27,2025-12-29 06:02:00,89938.63,2,-383.27999999999884,-0.2126255696338175
2025-12-29 06:09:00,BTCUSDT,BUY,89954.83,,,2,,
2025-12-29 06:18:00,BTCUSDT,SELL,89954.83,2025-12-29 06:18:00,90106.2,2,302.7399999999907,0.16827334341023015
2025-12-29 07:02:00,BTCUSDT,BUY,89846.71,,,2,,
2025-12-29 07:04:00,BTCUSDT,SELL,89846.71,2025-12-29 07:04:00,89726.13,2,-241.1600000000035,-0.13420636103426142
2025-12-29 07:33:00,BTCUSDT,BUY,89628.92,,,2,,
2025-12-29 07:42:00,BTCUSDT,SELL,89628.92,2025-12-29 07:42:00,89587.0,2,-83.83999999999651,-0.04677061823348261
2025-12-29 07:49:00,BTCUSDT,BUY,89650.63,,,2,,
2025-12-29 08:01:00,BTCUSDT,SELL,89650.63,2025-12-29 08:01:00,89645.61,2,-10.040000000008149,-0.005599514470788769
2025-12-29 08:12:00,BTCUSDT,BUY,89616.83,,,2,,
2025-12-29 08:18:00,BTCUSDT,SELL,89616.83,2025-12-29 08:18:00,89722.23,2,210.79999999998836,0.11761183697303057
2025-12-29 08:28:00,BTCUSDT,BUY,89785.68,,,2,,
2025-12-29 08:31:00,BTCUSDT,SELL,89785.68,2025-12-29 08:31:00,89781.23,2,-8.89999999999418,-0.004956246920440055
2025-12-29 08:32:00,BTCUSDT,BUY,89779.5,,,2,,
2025-12-29 08:53:00,BTCUSDT,SELL,89779.5,2025-12-29 08:53:00,89509.99,2,-539.0199999999895,-0.30019102356327876
2025-12-29 09:01:00,BTCUSDT,BUY,89558.92,,,2,,
2025-12-29 09:08:00,BTCUSDT,SELL,89558.92,2025-12-29 09:08:00,89523.16,2,-71.51999999998952,-0.03992902102882834
2025-12-29 09:57:00,BTCUSDT,BUY,88073.09,,,2,,
2025-12-29 10:06:00,BTCUSDT,SELL,88073.09,2025-12-29 10:06:00,87944.17,2,-257.8399999999965,-0.14637842273956814
2025-12-29 10:11:00,BTCUSDT,BUY,88251.95,,,2,,
2025-12-29 10:16:00,BTCUSDT,SELL,88251.95,2025-12-29 10:16:00,88003.23,2,-497.4400000000023,-0.2818294666576793
2025-12-29 10:24:00,BTCUSDT,BUY,88024.24,,,2,,
2025-12-29 10:28:00,BTCUSDT,SELL,88024.24,2025-12-29 10:28:00,87995.3,2,-57.88000000000466,-0.03287730743258832
2025-12-29 10:47:00,BTCUSDT,BUY,87916.0,,,2,,
2025-12-29 10:48:00,BTCUSDT,SELL,87916.0,2025-12-29 10:48:00,87875.7,2,-80.60000000000582,-0.04583921015515191
2025-12-29 10:54:00,BTCUSDT,BUY,87914.18,,,2,,
2025-12-29 10:55:00,BTCUSDT,SELL,87914.18,2025-12-29 10:55:00,87818.19,2,-191.97999999998137,-0.10918602664552468
2025-12-29 11:09:00,BTCUSDT,BUY,87766.33,,,2,,
2025-12-29 11:16:00,BTCUSDT,SELL,87766.33,2025-12-29 11:16:00,87737.81,2,-57.04000000000815,-0.03249537721357054
2025-12-29 11:20:00,BTCUSDT,BUY,87769.29,,,2,,
2025-12-29 11:24:00,BTCUSDT,SELL,87769.29,2025-12-29 11:24:00,87737.8,2,-62.97999999998137,-0.03587815282543039
2025-12-29 11:29:00,BTCUSDT,BUY,87752.47,,,2,,
2025-12-29 11:32:00,BTCUSDT,SELL,87752.47,2025-12-29 11:32:00,87715.56,2,-73.82000000000698,-0.04206149410951321
2025-12-29 11:45:00,BTCUSDT,BUY,87636.5,,,2,,
2025-12-29 11:47:00,BTCUSDT,SELL,87636.5,2025-12-29 11:47:00,87587.62,2,-97.76000000000931,-0.05577584682181502
2025-12-29 11:53:00,BTCUSDT,BUY,87643.11,,,2,,
2025-12-29 11:57:00,BTCUSDT,SELL,87643.11,2025-12-29 11:57:00,87609.34,2,-67.54000000000815,-0.03853126617712199
2025-12-29 12:21:00,BTCUSDT,BUY,86925.16,,,2,,
2025-12-29 12:34:00,BTCUSDT,SELL,86925.16,2025-12-29 12:34:00,87393.47,2,936.6199999999953,0.5387508058656509
2025-12-29 12:49:00,BTCUSDT,BUY,87361.53,,,2,,
2025-12-29 12:59:00,BTCUSDT,SELL,87361.53,2025-12-29 12:59:00,87387.62,2,52.179999999993015,0.02986440370262855
2025-12-29 13:02:00,BTCUSDT,BUY,87536.74,,,2,,
2025-12-29 13:08:00,BTCUSDT,SELL,87536.74,2025-12-29 13:08:00,87388.0,2,-297.4800000000105,-0.16991722561293665
2025-12-29 13:19:00,BTCUSDT,BUY,87463.76,,,2,,
2025-12-29 13:25:00,BTCUSDT,SELL,87463.76,2025-12-29 13:25:00,87350.94,2,-225.63999999998487,-0.12899056706456857
2025-12-29 13:34:00,BTCUSDT,BUY,87340.03,,,2,,
2025-12-29 13:38:00,BTCUSDT,SELL,87340.03,2025-12-29 13:38:00,87330.33,2,-19.39999999999418,-0.011106018626283465
2025-12-29 13:47:00,BTCUSDT,BUY,87310.93,,,2,,
2025-12-29 13:50:00,BTCUSDT,SELL,87310.93,2025-12-29 13:50:00,87220.38,2,-181.09999999997672,-0.1037098104441081
2025-12-29 13:55:00,BTCUSDT,BUY,87264.22,,,2,,
2025-12-29 14:06:00,BTCUSDT,SELL,87264.22,2025-12-29 14:06:00,87284.95,2,41.45999999999185,0.02375544066055557
2025-12-29 14:07:00,BTCUSDT,BUY,87347.98,,,2,,
2025-12-29 14:13:00,BTCUSDT,SELL,87347.98,2025-12-29 14:13:00,87327.0,2,-41.95999999999185,-0.02401887256007207
2025-12-29 14:14:00,BTCUSDT,BUY,87417.89,,,2,,
2025-12-29 14:22:00,BTCUSDT,SELL,87417.89,2025-12-29 14:22:00,87383.32,2,-69.13999999998487,-0.03954568109569845
2025-12-29 14:23:00,BTCUSDT,BUY,87400.62,,,2,,
2025-12-29 14:43:00,BTCUSDT,SELL,87400.62,2025-12-29 14:43:00,88000.41,2,1199.5800000000163,0.6862537130743585
2025-12-29 14:44:00,BTCUSDT,BUY,88087.99,,,2,,
2025-12-29 14:49:00,BTCUSDT,SELL,88087.99,2025-12-29 14:49:00,87947.99,2,-280.0,-0.15893199515620848
2025-12-29 14:50:00,BTCUSDT,BUY,87855.79,,,2,,
2025-12-29 15:21:00,BTCUSDT,SELL,87855.79,2025-12-29 15:21:00,87566.0,2,-579.5799999999872,-0.3298473555356951
2025-12-29 15:22:00,BTCUSDT,BUY,87523.21,,,2,,
2025-12-29 15:40:00,BTCUSDT,SELL,87523.21,2025-12-29 15:40:00,87783.13,2,519.8399999999965,0.2969726544536089
2025-12-29 15:41:00,BTCUSDT,BUY,87790.15,,,2,,
2025-12-29 15:48:00,BTCUSDT,SELL,87790.15,2025-12-29 15:48:00,87763.55,2,-53.19999999998254,-0.030299526769228535
2025-12-29 15:49:00,BTCUSDT,BUY,87696.21,,,2,,
2025-12-29 16:04:00,BTCUSDT,SELL,87696.21,2025-12-29 16:04:00,87668.22,2,-55.98000000001048,-0.031917000746106705
2025-12-29 16:05:00,BTCUSDT,BUY,87667.56,,,2,,
2025-12-29 16:17:00,BTCUSDT,SELL,87667.56,2025-12-29 16:17:00,87669.99,2,4.860000000015134,0.002771834872561385
2025-12-29 16:18:00,BTCUSDT,BUY,87719.01,,,2,,
2025-12-29 16:41:00,BTCUSDT,SELL,87719.01,2025-12-29 16:41:00,87625.81,2,-186.39999999999418,-0.10624834913207648
2025-12-29 16:45:00,BTCUSDT,BUY,87699.11,,,2,,
2025-12-29 16:54:00,BTCUSDT,SELL,87699.11,2025-12-29 16:54:00,87550.01,2,-298.20000000001164,-0.1700131278413286
2025-12-29 17:00:00,BTCUSDT,BUY,87620.15,,,2,,
2025-12-29 17:07:00,BTCUSDT,SELL,87620.15,2025-12-29 17:07:00,87654.88,2,69.46000000002095,0.03963700130622527
2025-12-29 17:18:00,BTCUSDT,BUY,87667.74,,,2,,
2025-12-29 17:25:00,BTCUSDT,SELL,87667.74,2025-12-29 17:25:00,87550.0,2,-235.48000000001048,-0.13430253819706195
2025-12-29 17:34:00,BTCUSDT,BUY,87482.71,,,2,,
2025-12-29 17:47:00,BTCUSDT,SELL,87482.71,2025-12-29 17:47:00,87712.33,2,459.2399999999907,0.262474722147954
2025-12-29 17:49:00,BTCUSDT,BUY,87754.96,,,2,,
2025-12-29 17:50:00,BTCUSDT,SELL,87754.96,2025-12-29 17:50:00,87818.18,2,126.43999999997322,0.07204151195554509
2025-12-29 17:51:00,BTCUSDT,BUY,87766.99,,,2,,
2025-12-29 17:59:00,BTCUSDT,SELL,87766.99,2025-12-29 17:59:00,87833.18,2,132.37999999997555,0.07541559759538519
2025-12-29 18:00:00,BTCUSDT,BUY,87872.69,,,2,,
2025-12-29 18:08:00,BTCUSDT,SELL,87872.69,2025-12-29 18:08:00,87828.77,2,-87.83999999999651,-0.04998139922653966
2025-12-29 18:09:00,BTCUSDT,BUY,87743.66,,,2,,
2025-12-29 18:26:00,BTCUSDT,SELL,87743.66,2025-12-29 18:26:00,87739.77,2,-7.779999999998836,-0.0044333687470921035
2025-12-29 18:27:00,BTCUSDT,BUY,87718.06,,,2,,
2025-12-29 18:38:00,BTCUSDT,SELL,87718.06,2025-12-29 18:38:00,87713.82,2,-8.479999999981374,-0.004833668232051558
2025-12-29 19:02:00,BTCUSDT,BUY,87470.0,,,2,,
2025-12-29 19:03:00,BTCUSDT,SELL,87470.0,2025-12-29 19:03:00,87350.01,2,-239.98000000001048,-0.1371784611866933
2025-12-29 19:06:00,BTCUSDT,BUY,87529.54,,,2,,
2025-12-29 19:16:00,BTCUSDT,SELL,87529.54,2025-12-29 19:16:00,87545.95,2,32.820000000006985,0.01874795640419702
2025-12-29 19:31:00,BTCUSDT,BUY,87568.34,,,2,,
2025-12-29 19:36:00,BTCUSDT,SELL,87568.34,2025-12-29 19:36:00,87412.95,2,-310.77999999999884,-0.1774499779258143
2025-12-29 19:46:00,BTCUSDT,BUY,87404.61,,,2,,
2025-12-29 19:52:00,BTCUSDT,SELL,87404.61,2025-12-29 19:52:00,87361.54,2,-86.14000000001397,-0.04927657705927624
2025-12-29 20:05:00,BTCUSDT,BUY,87439.57,,,2,,
2025-12-29 20:14:00,BTCUSDT,SELL,87439.57,2025-12-29 20:14:00,87487.47,2,95.79999999998836,0.05478069025270926
2025-12-29 20:17:00,BTCUSDT,BUY,87522.67,,,2,,
2025-12-29 20:21:00,BTCUSDT,SELL,87522.67,2025-12-29 20:21:00,87386.24,2,-272.85999999998603,-0.15587961381889892
2025-12-29 20:35:00,BTCUSDT,BUY,87354.52,,,2,,
2025-12-29 20:36:00,BTCUSDT,SELL,87354.52,2025-12-29 20:36:00,87354.52,2,0.0,0.0
2025-12-29 20:56:00,BTCUSDT,BUY,87204.73,,,2,,
2025-12-29 21:19:00,BTCUSDT,SELL,87204.73,2025-12-29 21:19:00,87334.45,2,259.4400000000023,0.14875339904154572
2025-12-29 21:28:00,BTCUSDT,BUY,87292.64,,,2,,
2025-12-29 21:33:00,BTCUSDT,SELL,87292.64,2025-12-29 21:33:00,87292.06,2,-1.1600000000034925,-0.0006644317321669035
2025-12-29 21:37:00,BTCUSDT,BUY,87301.18,,,2,,
2025-12-29 21:49:00,BTCUSDT,SELL,87301.18,2025-12-29 21:49:00,87316.04,2,29.720000000001164,0.017021533958638813
2025-12-29 21:53:00,BTCUSDT,BUY,87340.59,,,2,,
2025-12-29 21:57:00,BTCUSDT,SELL,87340.59,2025-12-29 21:57:00,87322.25,2,-36.679999999993015,-0.02099825522130505
2025-12-29 22:17:00,BTCUSDT,BUY,87146.28,,,2,,
2025-12-29 22:23:00,BTCUSDT,SELL,87146.28,2025-12-29 22:23:00,87214.5,2,136.44000000000233,0.07828217108063473
2025-12-29 22:32:00,BTCUSDT,BUY,87265.91,,,2,,
2025-12-29 22:41:00,BTCUSDT,SELL,87265.91,2025-12-29 22:41:00,87344.27,2,156.72000000000116,0.08979451426107676
2025-12-29 22:42:00,BTCUSDT,BUY,87344.27,,,2,,
2025-12-29 22:55:00,BTCUSDT,SELL,87344.27,2025-12-29 22:55:00,87378.26,2,67.97999999998137,0.038914974044645945
2025-12-29 22:56:00,BTCUSDT,BUY,87393.72,,,2,,
2025-12-29 23:01:00,BTCUSDT,SELL,87393.72,2025-12-29 23:01:00,87292.64,2,-202.1600000000035,-0.11566048452910094
2025-12-29 23:02:00,BTCUSDT,BUY,87328.27,,,2,,
2025-12-29 23:14:00,BTCUSDT,SELL,87328.27,2025-12-29 23:14:00,87375.1,2,93.66000000000349,0.05362524644081379
2025-12-29 23:15:00,BTCUSDT,BUY,87361.54,,,2,,
2025-12-29 23:27:00,BTCUSDT,SELL,87361.54,2025-12-29 23:27:00,87322.0,2,-79.0799999999872,-0.04526019115504987
2025-12-29 23:46:00,BTCUSDT,BUY,87210.43,,,2,,
2025-12-30 00:02:00,BTCUSDT,SELL,87210.43,2025-12-30 00:02:00,87268.86,2,116.86000000001513,0.06699886699332858
2025-12-30 00:03:00,BTCUSDT,BUY,87301.97,,,2,,
2025-12-30 00:07:00,BTCUSDT,SELL,87301.97,2025-12-30 00:07:00,87236.24,2,-131.45999999999185,-0.07529039722700137
2025-12-30 00:08:00,BTCUSDT,BUY,87302.52,,,2,,
2025-12-30 00:22:00,BTCUSDT,SELL,87302.52,2025-12-30 00:22:00,87312.69,2,20.339999999996508,0.011649148272008247
2025-12-30 00:23:00,BTCUSDT,BUY,87312.7,,,2,,
2025-12-30 00:30:00,BTCUSDT,SELL,87312.7,2025-12-30 00:30:00,87248.01,2,-129.38000000000466,-0.07409002355900363
2025-12-30 00:45:00,BTCUSDT,BUY,87183.71,,,2,,
2025-12-30 00:56:00,BTCUSDT,SELL,87183.71,2025-12-30 00:56:00,87269.09,2,170.7599999999802,0.0979311387413917
2025-12-30 01:09:00,BTCUSDT,BUY,87190.85,,,2,,
2025-12-30 01:18:00,BTCUSDT,SELL,87190.85,2025-12-30 01:18:00,87272.03,2,162.35999999998603,0.0931061000093436
2025-12-30 01:19:00,BTCUSDT,BUY,87292.64,,,2,,
2025-12-30 01:25:00,BTCUSDT,SELL,87292.64,2025-12-30 01:25:00,87228.59,2,-128.10000000000582,-0.07337388352557372
2025-12-30 01:39:00,BTCUSDT,BUY,87179.74,,,2,,
2025-12-30 01:47:00,BTCUSDT,SELL,87179.74,2025-12-30 01:47:00,87327.17,2,294.85999999998603,0.16911039193279187
2025-12-30 01:52:00,BTCUSDT,BUY,87292.65,,,2,,
2025-12-30 01:53:00,BTCUSDT,SELL,87292.65,2025-12-30 01:53:00,87343.62,2,101.94000000000233,0.05838979570444991
2025-12-30 01:54:00,BTCUSDT,BUY,87335.62,,,2,,
2025-12-30 01:55:00,BTCUSDT,SELL,87335.62,2025-12-30 01:55:00,87335.48,2,-0.27999999999883585,-0.00016030114631249148
2025-12-30 01:56:00,BTCUSDT,BUY,87292.65,,,2,,
2025-12-30 01:58:00,BTCUSDT,SELL,87292.65,2025-12-30 01:58:00,87292.64,2,-0.01999999998952262,-1.1455718196273779e-05
2025-12-30 01:59:00,BTCUSDT,BUY,87308.23,,,2,,
2025-12-30 02:25:00,BTCUSDT,SELL,87308.23,2025-12-30 02:25:00,87271.52,2,-73.4199999999837,-0.042046437088449906
2025-12-30 02:26:00,BTCUSDT,BUY,87273.3,,,2,,
2025-12-30 02:50:00,BTCUSDT,SELL,87273.3,2025-12-30 02:50:00,87025.98,2,-494.64000000001397,-0.2833856402817414
2025-12-30 02:55:00,BTCUSDT,BUY,87103.52,,,2,,
2025-12-30 03:04:00,BTCUSDT,SELL,87103.52,2025-12-30 03:04:00,87079.49,2,-48.05999999999767,-0.027587863268896395
2025-12-30 03:20:00,BTCUSDT,BUY,87097.14,,,2,,
2025-12-30 03:29:00,BTCUSDT,SELL,87097.14,2025-12-30 03:29:00,87281.99,2,369.70000000001164,0.2122342938011501
2025-12-30 03:32:00,BTCUSDT,BUY,87225.73,,,2,,
2025-12-30 03:33:00,BTCUSDT,SELL,87225.73,2025-12-30 03:33:00,87239.91,2,28.360000000015134,0.01625667105338291
2025-12-30 03:34:00,BTCUSDT,BUY,87269.97,,,2,,
2025-12-30 03:42:00,BTCUSDT,SELL,87269.97,2025-12-30 03:42:00,87219.7,2,-100.54000000000815,-0.057602861557082274
2025-12-30 03:43:00,BTCUSDT,BUY,87210.55,,,2,,
2025-12-30 03:56:00,BTCUSDT,SELL,87210.55,2025-12-30 03:56:00,87397.04,2,372.9799999999814,0.21383880734611171
2025-12-30 03:58:00,BTCUSDT,BUY,87340.0,,,2,,
2025-12-30 04:01:00,BTCUSDT,SELL,87340.0,2025-12-30 04:01:00,87399.38,2,118.76000000000931,0.06798717655140951
2025-12-30 04:02:00,BTCUSDT,BUY,87418.87,,,2,,
2025-12-30 04:07:00,BTCUSDT,SELL,87418.87,2025-12-30 04:07:00,87356.99,2,-123.75999999998021,-0.07078563243838598
2025-12-30 04:08:00,BTCUSDT,BUY,87356.98,,,2,,
2025-12-30 04:32:00,BTCUSDT,SELL,87356.98,2025-12-30 04:32:00,87429.53,2,145.10000000000582,0.0830500321783223
2025-12-30 04:33:00,BTCUSDT,BUY,87416.94,,,2,,
2025-12-30 04:41:00,BTCUSDT,SELL,87416.94,2025-12-30 04:41:00,87438.29,2,42.69999999998254,0.024423183881738808
2025-12-30 04:42:00,BTCUSDT,BUY,87430.24,,,2,,
2025-12-30 04:48:00,BTCUSDT,SELL,87430.24,2025-12-30 04:48:00,87379.28,2,-101.9200000000128,-0.05828646930399195
2025-12-30 04:49:00,BTCUSDT,BUY,87367.99,,,2,,
2025-12-30 05:08:00,BTCUSDT,SELL,87367.99,2025-12-30 05:08:00,87327.42,2,-81.14000000001397,-0.04643577127046994
2025-12-30 05:09:00,BTCUSDT,BUY,87339.5,,,2,,
2025-12-30 05:19:00,BTCUSDT,SELL,87339.5,2025-12-30 05:19:00,87312.69,2,-53.61999999999534,-0.030696305795197
2025-12-30 05:20:00,BTCUSDT,BUY,87292.64,,,2,,
2025-12-30 05:33:00,BTCUSDT,SELL,87292.64,2025-12-30 05:33:00,87179.99,2,-225.29999999998836,-0.12904868039275152
2025-12-30 05:40:00,BTCUSDT,BUY,87234.63,,,2,,
2025-12-30 05:46:00,BTCUSDT,SELL,87234.63,2025-12-30 05:46:00,87211.75,2,-45.76000000000931,-0.02622811605895725
2025-12-30 05:53:00,BTCUSDT,BUY,87239.4,,,2,,
2025-12-30 06:14:00,BTCUSDT,SELL,87239.4,2025-12-30 06:14:00,87328.15,2,177.5,0.10173155707169368
2025-12-30 06:17:00,BTCUSDT,BUY,87380.8,,,2,,
2025-12-30 06:23:00,BTCUSDT,SELL,87380.8,2025-12-30 06:23:00,87356.07,2,-49.45999999999185,-0.028301411751774364
2025-12-30 06:24:00,BTCUSDT,BUY,87356.06,,,2,,
2025-12-30 06:34:00,BTCUSDT,SELL,87356.06,2025-12-30 06:34:00,87487.35,2,262.5800000000163,0.1502929504833439
2025-12-30 06:35:00,BTCUSDT,BUY,87447.87,,,2,,
2025-12-30 06:52:00,BTCUSDT,SELL,87447.87,2025-12-30 06:52:00,87463.35,2,30.960000000020955,0.01770197490231773
2025-12-30 06:53:00,BTCUSDT,BUY,87466.04,,,2,,
2025-12-30 07:15:00,BTCUSDT,SELL,87466.04,2025-12-30 07:15:00,87575.51,2,218.94000000000233,0.1251571467051793
2025-12-30 07:16:00,BTCUSDT,BUY,87544.22,,,2,,
2025-12-30 07:19:00,BTCUSDT,SELL,87544.22,2025-12-30 07:19:00,87459.99,2,-168.45999999999185,-0.09621423321836131
2025-12-30 07:20:00,BTCUSDT,BUY,87454.68,,,2,,
